Year,Country Code,Gini_coefficient
2010-01-01,LSO,51.2
2011-01-01,LSO,51.2
2012-01-01,LSO,51.2
2013-01-01,LSO,51.2
2014-01-01,LSO,51.2
2015-01-01,LSO,51.2
2016-01-01,LSO,51.2
2017-01-01,LSO,44.9
2018-01-01,LSO,44.9
2019-01-01,LSO,44.9
2020-01-01,LSO,44.9
2021-01-01,LSO,44.9
2022-01-01,LSO,44.9
2023-01-01,LSO,44.9
2004-01-01,LTU,37.0
2005-01-01,LTU,35.3
2006-01-01,LTU,34.4
2007-01-01,LTU,34.8
2008-01-01,LTU,35.7
2009-01-01,LTU,37.2
2010-01-01,LTU,33.6
2011-01-01,LTU,32.5
2012-01-01,LTU,35.1
2013-01-01,LTU,35.3
2014-01-01,LTU,37.7
2015-01-01,LTU,37.4
2016-01-01,LTU,38.4
2017-01-01,LTU,37.3
2018-01-01,LTU,35.7
2019-01-01,LTU,35.3
2020-01-01,LTU,36.0
2021-01-01,LTU,36.7
2022-01-01,LTU,36.7
2023-01-01,LTU,36.7
1985-01-01,LUX,26.3
1986-01-01,LUX,28.1
1987-01-01,LUX,29.5
1988-01-01,LUX,28.8
1989-01-01,LUX,30.8
1990-01-01,LUX,27.7
1991-01-01,LUX,27.2
1992-01-01,LUX,27.3
1993-01-01,LUX,27.0
1994-01-01,LUX,28.1
1995-01-01,LUX,28.3
1996-01-01,LUX,29.0
1997-01-01,LUX,29.6
1998-01-01,LUX,30.6
1999-01-01,LUX,30.0
2000-01-01,LUX,30.1
2001-01-01,LUX,30.9
2002-01-01,LUX,31.0
2003-01-01,LUX,30.2
2004-01-01,LUX,30.2
2005-01-01,LUX,30.8
2006-01-01,LUX,30.9
2007-01-01,LUX,31.1
2008-01-01,LUX,32.6
2009-01-01,LUX,31.2
2010-01-01,LUX,30.5
2011-01-01,LUX,32.1
2012-01-01,LUX,34.3
2013-01-01,LUX,32.0
2014-01-01,LUX,31.2
2015-01-01,LUX,32.9
2016-01-01,LUX,31.7
2017-01-01,LUX,34.5
2018-01-01,LUX,35.4
2019-01-01,LUX,34.2
2020-01-01,LUX,33.4
2021-01-01,LUX,32.7
2022-01-01,LUX,32.7
2023-01-01,LUX,32.7
2004-01-01,LVA,36.4
2005-01-01,LVA,39.0
2006-01-01,LVA,35.6
2007-01-01,LVA,37.5
2008-01-01,LVA,37.2
2009-01-01,LVA,35.9
2010-01-01,LVA,35.0
2011-01-01,LVA,35.8
2012-01-01,LVA,35.2
2013-01-01,LVA,35.5
2014-01-01,LVA,35.1
2015-01-01,LVA,34.2
2016-01-01,LVA,34.3
2017-01-01,LVA,35.6
2018-01-01,LVA,35.1
2019-01-01,LVA,34.5
2020-01-01,LVA,35.7
2021-01-01,LVA,34.3
2022-01-01,LVA,34.300000000000004
2023-01-01,LVA,34.300000000000004
1984-01-01,MAR,36.5
1985-01-01,MAR,36.5
1986-01-01,MAR,36.5
1987-01-01,MAR,36.5
1988-01-01,MAR,36.5
1989-01-01,MAR,36.5
1990-01-01,MAR,39.2
1991-01-01,MAR,39.2
1992-01-01,MAR,39.2
1993-01-01,MAR,39.2
1994-01-01,MAR,39.2
1995-01-01,MAR,39.2
1996-01-01,MAR,39.2
1997-01-01,MAR,39.2
1998-01-01,MAR,39.4
1999-01-01,MAR,39.4
2000-01-01,MAR,40.6
2001-01-01,MAR,40.6
2002-01-01,MAR,40.6
2003-01-01,MAR,40.6
2004-01-01,MAR,40.6
2005-01-01,MAR,40.6
2006-01-01,MAR,40.7
2007-01-01,MAR,40.7
2008-01-01,MAR,40.7
2009-01-01,MAR,40.7
2010-01-01,MAR,40.7
2011-01-01,MAR,40.7
2012-01-01,MAR,40.7
2013-01-01,MAR,39.5
2014-01-01,MAR,39.5
2015-01-01,MAR,39.5
2016-01-01,MAR,39.5
2017-01-01,MAR,39.5
2018-01-01,MAR,39.5
2019-01-01,MAR,39.5
2020-01-01,MAR,39.5
2021-01-01,MAR,39.5
2022-01-01,MAR,39.5
2023-01-01,MAR,39.5
1997-01-01,MDA,36.9
1998-01-01,MDA,39.5
1999-01-01,MDA,42.6
2000-01-01,MDA,36.4
2001-01-01,MDA,38.0
2002-01-01,MDA,35.8
2003-01-01,MDA,34.9
2004-01-01,MDA,35.0
2005-01-01,MDA,36.3
2006-01-01,MDA,35.4
2007-01-01,MDA,34.4
2008-01-01,MDA,34.7
2009-01-01,MDA,32.9
2010-01-01,MDA,32.1
2011-01-01,MDA,30.6
2012-01-01,MDA,29.2
2013-01-01,MDA,28.5
2014-01-01,MDA,26.8
2015-01-01,MDA,27.0
2016-01-01,MDA,26.3
2017-01-01,MDA,25.9
2018-01-01,MDA,25.7
2019-01-01,MDA,26.0
2020-01-01,MDA,26.0
2021-01-01,MDA,25.7
2022-01-01,MDA,25.7
2023-01-01,MDA,25.7
1980-01-01,MDG,46.8
1981-01-01,MDG,46.8
1982-01-01,MDG,46.8
1983-01-01,MDG,46.8
1984-01-01,MDG,46.8
1985-01-01,MDG,46.8
1986-01-01,MDG,46.8
1987-01-01,MDG,46.8
1988-01-01,MDG,46.8
1989-01-01,MDG,46.8
1990-01-01,MDG,46.8
1991-01-01,MDG,46.8
1992-01-01,MDG,46.8
1993-01-01,MDG,45.2
1994-01-01,MDG,45.2
1995-01-01,MDG,45.2
1996-01-01,MDG,45.2
1997-01-01,MDG,39.4
1998-01-01,MDG,39.4
1999-01-01,MDG,38.6
2000-01-01,MDG,38.6
2001-01-01,MDG,47.4
2002-01-01,MDG,47.4
2003-01-01,MDG,47.4
2004-01-01,MDG,47.4
2005-01-01,MDG,39.9
2006-01-01,MDG,39.9
2007-01-01,MDG,39.9
2008-01-01,MDG,39.9
2009-01-01,MDG,39.9
2010-01-01,MDG,42.4
2011-01-01,MDG,42.4
2012-01-01,MDG,42.6
2013-01-01,MDG,42.6
2014-01-01,MDG,42.6
2015-01-01,MDG,42.6
2016-01-01,MDG,42.6
2017-01-01,MDG,42.6
2018-01-01,MDG,42.6
2019-01-01,MDG,42.6
2020-01-01,MDG,42.6
2021-01-01,MDG,42.6
2022-01-01,MDG,42.6
2023-01-01,MDG,42.6
2002-01-01,MDV,41.3
2003-01-01,MDV,41.3
2004-01-01,MDV,41.3
2005-01-01,MDV,41.3
2006-01-01,MDV,41.3
2007-01-01,MDV,41.3
2008-01-01,MDV,41.3
2009-01-01,MDV,38.4
2010-01-01,MDV,38.4
2011-01-01,MDV,38.4
2012-01-01,MDV,38.4
2013-01-01,MDV,38.4
2014-01-01,MDV,38.4
2015-01-01,MDV,38.4
2016-01-01,MDV,31.3
2017-01-01,MDV,31.3
2018-01-01,MDV,31.3
2019-01-01,MDV,29.3
2020-01-01,MDV,29.3
2021-01-01,MDV,29.3
2022-01-01,MDV,29.3
2023-01-01,MDV,29.3
1984-01-01,MEX,45.2
1985-01-01,MEX,45.2
1986-01-01,MEX,45.2
1987-01-01,MEX,45.2
1988-01-01,MEX,45.2
1989-01-01,MEX,50.1
1990-01-01,MEX,50.1
1991-01-01,MEX,50.1
1992-01-01,MEX,52.3
1993-01-01,MEX,52.3
1994-01-01,MEX,53.4
1995-01-01,MEX,53.4
1996-01-01,MEX,52.0
1997-01-01,MEX,52.0
1998-01-01,MEX,53.3
1999-01-01,MEX,53.3
2000-01-01,MEX,53.4
2001-01-01,MEX,53.4
2002-01-01,MEX,50.6
2003-01-01,MEX,50.6
2004-01-01,MEX,50.3
2005-01-01,MEX,50.9
2006-01-01,MEX,49.7
2007-01-01,MEX,49.7
2008-01-01,MEX,50.8
2009-01-01,MEX,50.8
2010-01-01,MEX,47.7
2011-01-01,MEX,47.7
2012-01-01,MEX,49.6
2013-01-01,MEX,49.6
2014-01-01,MEX,48.9
2015-01-01,MEX,48.9
2016-01-01,MEX,46.9
2017-01-01,MEX,46.9
2018-01-01,MEX,46.0
2019-01-01,MEX,46.0
2020-01-01,MEX,44.6
2021-01-01,MEX,44.6
2022-01-01,MEX,43.5
2023-01-01,MEX,43.5
2019-01-01,MHL,35.5
2020-01-01,MHL,35.5
2021-01-01,MHL,35.5
2022-01-01,MHL,35.5
2023-01-01,MHL,35.5
2009-01-01,MKD,42.8
2010-01-01,MKD,40.1
2011-01-01,MKD,39.4
2012-01-01,MKD,38.1
2013-01-01,MKD,36.2
2014-01-01,MKD,35.2
2015-01-01,MKD,35.6
2016-01-01,MKD,34.5
2017-01-01,MKD,34.2
2018-01-01,MKD,33.0
2019-01-01,MKD,33.5
2020-01-01,MKD,33.5
2021-01-01,MKD,33.5
2022-01-01,MKD,33.5
2023-01-01,MKD,33.5
1994-01-01,MLI,50.2
1995-01-01,MLI,50.2
1996-01-01,MLI,50.2
1997-01-01,MLI,50.2
1998-01-01,MLI,50.2
1999-01-01,MLI,50.2
2000-01-01,MLI,50.2
2001-01-01,MLI,39.9
2002-01-01,MLI,39.9
2003-01-01,MLI,39.9
2004-01-01,MLI,39.9
2005-01-01,MLI,39.9
2006-01-01,MLI,38.9
2007-01-01,MLI,38.9
2008-01-01,MLI,38.9
2009-01-01,MLI,33.0
2010-01-01,MLI,33.0
2011-01-01,MLI,33.0
2012-01-01,MLI,33.0
2013-01-01,MLI,33.0
2014-01-01,MLI,33.0
2015-01-01,MLI,33.0
2016-01-01,MLI,33.0
2017-01-01,MLI,33.0
2018-01-01,MLI,36.0
2019-01-01,MLI,36.0
2020-01-01,MLI,36.0
2021-01-01,MLI,35.7
2022-01-01,MLI,35.7
2023-01-01,MLI,35.7
2006-01-01,MLT,28.0
2007-01-01,MLT,29.2
2008-01-01,MLT,29.0
2009-01-01,MLT,30.2
2010-01-01,MLT,29.0
2011-01-01,MLT,29.1
2012-01-01,MLT,29.4
2013-01-01,MLT,28.8
2014-01-01,MLT,29.0
2015-01-01,MLT,29.4
2016-01-01,MLT,29.1
2017-01-01,MLT,29.2
2018-01-01,MLT,28.7
2019-01-01,MLT,31.0
2020-01-01,MLT,31.4
2021-01-01,MLT,31.4
2022-01-01,MLT,31.4
2023-01-01,MLT,31.4
2015-01-01,MMR,38.1
2016-01-01,MMR,38.1
2017-01-01,MMR,30.7
2018-01-01,MMR,30.7
2019-01-01,MMR,30.7
2020-01-01,MMR,30.7
2021-01-01,MMR,30.7
2022-01-01,MMR,30.7
2023-01-01,MMR,30.7
2012-01-01,MNE,41.2
2013-01-01,MNE,39.0
2014-01-01,MNE,38.8
2015-01-01,MNE,39.0
2016-01-01,MNE,38.5
2017-01-01,MNE,36.9
2018-01-01,MNE,36.8
2019-01-01,MNE,35.7
2020-01-01,MNE,35.4
2021-01-01,MNE,34.3
2022-01-01,MNE,34.3
2023-01-01,MNE,34.3
1995-01-01,MNG,33.2
1996-01-01,MNG,33.2
1997-01-01,MNG,33.2
1998-01-01,MNG,30.3
1999-01-01,MNG,30.3
2000-01-01,MNG,30.3
2001-01-01,MNG,30.3
2002-01-01,MNG,32.9
2003-01-01,MNG,32.9
2004-01-01,MNG,32.9
2005-01-01,MNG,32.9
2006-01-01,MNG,32.9
2007-01-01,MNG,35.8
2008-01-01,MNG,35.8
2009-01-01,MNG,35.8
2010-01-01,MNG,33.1
2011-01-01,MNG,33.9
2012-01-01,MNG,33.8
2013-01-01,MNG,33.8
2014-01-01,MNG,32.0
2015-01-01,MNG,32.0
2016-01-01,MNG,32.3
2017-01-01,MNG,32.3
2018-01-01,MNG,32.7
2019-01-01,MNG,32.7
2020-01-01,MNG,32.7
2021-01-01,MNG,32.7
2022-01-01,MNG,31.4
2023-01-01,MNG,31.4
1996-01-01,MOZ,53.3
1997-01-01,MOZ,53.3
1998-01-01,MOZ,53.3
1999-01-01,MOZ,53.3
2000-01-01,MOZ,53.3
2001-01-01,MOZ,53.3
2002-01-01,MOZ,47.0
2003-01-01,MOZ,47.0
2004-01-01,MOZ,47.0
2005-01-01,MOZ,47.0
2006-01-01,MOZ,47.0
2007-01-01,MOZ,47.0
2008-01-01,MOZ,45.5
2009-01-01,MOZ,45.5
2010-01-01,MOZ,45.5
2011-01-01,MOZ,45.5
2012-01-01,MOZ,45.5
2013-01-01,MOZ,45.5
2014-01-01,MOZ,54.0
2015-01-01,MOZ,54.0
2016-01-01,MOZ,54.0
2017-01-01,MOZ,54.0
2018-01-01,MOZ,54.0
2019-01-01,MOZ,50.3
2020-01-01,MOZ,50.3
2021-01-01,MOZ,50.3
2022-01-01,MOZ,50.3
2023-01-01,MOZ,50.3
1987-01-01,MRT,43.9
1988-01-01,MRT,43.9
1989-01-01,MRT,43.9
1990-01-01,MRT,43.9
1991-01-01,MRT,43.9
1992-01-01,MRT,43.9
1993-01-01,MRT,49.5
1994-01-01,MRT,49.5
1995-01-01,MRT,37.7
1996-01-01,MRT,37.7
1997-01-01,MRT,37.7
1998-01-01,MRT,37.7
1999-01-01,MRT,37.7
2000-01-01,MRT,39.0
2001-01-01,MRT,39.0
2002-01-01,MRT,39.0
2003-01-01,MRT,39.0
2004-01-01,MRT,40.2
2005-01-01,MRT,40.2
2006-01-01,MRT,40.2
2007-01-01,MRT,40.2
2008-01-01,MRT,35.7
2009-01-01,MRT,35.7
2010-01-01,MRT,35.7
2011-01-01,MRT,35.7
2012-01-01,MRT,35.7
2013-01-01,MRT,35.7
2014-01-01,MRT,32.6
2015-01-01,MRT,32.6
2016-01-01,MRT,32.6
2017-01-01,MRT,32.6
2018-01-01,MRT,32.6
2019-01-01,MRT,32.0
2020-01-01,MRT,32.0
2021-01-01,MRT,32.0
2022-01-01,MRT,32.0
2023-01-01,MRT,32.0
2006-01-01,MUS,35.7
2007-01-01,MUS,35.7
2008-01-01,MUS,35.7
2009-01-01,MUS,35.7
2010-01-01,MUS,35.7
2011-01-01,MUS,35.7
2012-01-01,MUS,38.5
2013-01-01,MUS,38.5
2014-01-01,MUS,38.5
2015-01-01,MUS,38.5
2016-01-01,MUS,38.5
2017-01-01,MUS,36.8
2018-01-01,MUS,36.8
2019-01-01,MUS,36.8
2020-01-01,MUS,36.8
2021-01-01,MUS,36.8
2022-01-01,MUS,36.8
2023-01-01,MUS,36.8
1997-01-01,MWI,65.8
1998-01-01,MWI,65.8
1999-01-01,MWI,65.8
2000-01-01,MWI,65.8
2001-01-01,MWI,65.8
2002-01-01,MWI,65.8
2003-01-01,MWI,65.8
2004-01-01,MWI,39.9
2005-01-01,MWI,39.9
2006-01-01,MWI,39.9
2007-01-01,MWI,39.9
2008-01-01,MWI,39.9
2009-01-01,MWI,39.9
2010-01-01,MWI,45.5
2011-01-01,MWI,45.5
2012-01-01,MWI,45.5
2013-01-01,MWI,45.5
2014-01-01,MWI,45.5
2015-01-01,MWI,45.5
2016-01-01,MWI,44.7
2017-01-01,MWI,44.7
2018-01-01,MWI,44.7
2019-01-01,MWI,38.5
2020-01-01,MWI,38.5
2021-01-01,MWI,38.5
2022-01-01,MWI,38.5
2023-01-01,MWI,38.5
1984-01-01,MYS,48.5
1985-01-01,MYS,48.5
1986-01-01,MYS,48.5
1987-01-01,MYS,47.0
1988-01-01,MYS,47.0
1989-01-01,MYS,46.2
1990-01-01,MYS,46.2
1991-01-01,MYS,46.2
1992-01-01,MYS,47.7
1993-01-01,MYS,47.7
1994-01-01,MYS,47.7
1995-01-01,MYS,48.5
1996-01-01,MYS,48.5
1997-01-01,MYS,49.1
1998-01-01,MYS,49.1
1999-01-01,MYS,49.1
2000-01-01,MYS,49.1
2001-01-01,MYS,49.1
2002-01-01,MYS,49.1
2003-01-01,MYS,46.4
2004-01-01,MYS,46.4
2005-01-01,MYS,46.4
2006-01-01,MYS,44.8
2007-01-01,MYS,44.8
2008-01-01,MYS,45.5
2009-01-01,MYS,45.5
2010-01-01,MYS,45.5
2011-01-01,MYS,43.9
2012-01-01,MYS,43.9
2013-01-01,MYS,41.3
2014-01-01,MYS,41.3
2015-01-01,MYS,41.1
2016-01-01,MYS,41.1
2017-01-01,MYS,41.1
2018-01-01,MYS,41.2
2019-01-01,MYS,41.2
2020-01-01,MYS,41.2
2021-01-01,MYS,40.7
2022-01-01,MYS,40.7
2023-01-01,MYS,40.7
2003-01-01,NAM,63.3
2004-01-01,NAM,63.3
2005-01-01,NAM,63.3
2006-01-01,NAM,63.3
2007-01-01,NAM,63.3
2008-01-01,NAM,63.3
2009-01-01,NAM,61.0
2010-01-01,NAM,61.0
2011-01-01,NAM,61.0
2012-01-01,NAM,61.0
2013-01-01,NAM,61.0
2014-01-01,NAM,61.0
2015-01-01,NAM,59.1
2016-01-01,NAM,59.1
2017-01-01,NAM,59.1
2018-01-01,NAM,59.1
2019-01-01,NAM,59.1
2020-01-01,NAM,59.1
2021-01-01,NAM,59.1
2022-01-01,NAM,59.1
2023-01-01,NAM,59.1
1992-01-01,NER,36.0
1993-01-01,NER,36.0
1994-01-01,NER,41.4
1995-01-01,NER,41.4
1996-01-01,NER,41.4
1997-01-01,NER,41.4
1998-01-01,NER,41.4
1999-01-01,NER,41.4
2000-01-01,NER,41.4
2001-01-01,NER,41.4
2002-01-01,NER,41.4
2003-01-01,NER,41.4
2004-01-01,NER,41.4
2005-01-01,NER,44.4
2006-01-01,NER,44.4
2007-01-01,NER,37.3
2008-01-01,NER,37.3
2009-01-01,NER,37.3
2010-01-01,NER,37.3
2011-01-01,NER,31.5
2012-01-01,NER,31.5
2013-01-01,NER,31.5
2014-01-01,NER,34.3
2015-01-01,NER,34.3
2016-01-01,NER,34.3
2017-01-01,NER,34.3
2018-01-01,NER,37.3
2019-01-01,NER,37.3
2020-01-01,NER,37.3
2021-01-01,NER,32.9
2022-01-01,NER,32.9
2023-01-01,NER,32.9
1985-01-01,NGA,38.7
1986-01-01,NGA,38.7
1987-01-01,NGA,38.7
1988-01-01,NGA,38.7
1989-01-01,NGA,38.7
1990-01-01,NGA,38.7
1991-01-01,NGA,38.7
1992-01-01,NGA,44.9
1993-01-01,NGA,44.9
1994-01-01,NGA,44.9
1995-01-01,NGA,44.9
1996-01-01,NGA,51.9
1997-01-01,NGA,51.9
1998-01-01,NGA,51.9
1999-01-01,NGA,51.9
2000-01-01,NGA,51.9
2001-01-01,NGA,51.9
2002-01-01,NGA,51.9
2003-01-01,NGA,40.1
2004-01-01,NGA,40.1
2005-01-01,NGA,40.1
2006-01-01,NGA,40.1
2007-01-01,NGA,40.1
2008-01-01,NGA,40.1
2009-01-01,NGA,40.1
2010-01-01,NGA,35.7
2011-01-01,NGA,35.7
2012-01-01,NGA,35.5
2013-01-01,NGA,35.5
2014-01-01,NGA,35.5
2015-01-01,NGA,35.9
2016-01-01,NGA,35.9
2017-01-01,NGA,35.9
2018-01-01,NGA,35.1
2019-01-01,NGA,35.1
2020-01-01,NGA,35.1
2021-01-01,NGA,35.1
2022-01-01,NGA,35.1
2023-01-01,NGA,35.1
1993-01-01,NIC,57.1
1994-01-01,NIC,57.1
1995-01-01,NIC,57.1
1996-01-01,NIC,57.1
1997-01-01,NIC,57.1
1998-01-01,NIC,54.4
1999-01-01,NIC,54.4
2000-01-01,NIC,54.4
2001-01-01,NIC,52.9
2002-01-01,NIC,52.9
2003-01-01,NIC,52.9
2004-01-01,NIC,52.9
2005-01-01,NIC,48.8
2006-01-01,NIC,48.8
2007-01-01,NIC,48.8
2008-01-01,NIC,48.8
2009-01-01,NIC,43.9
2010-01-01,NIC,43.9
2011-01-01,NIC,43.9
2012-01-01,NIC,43.9
2013-01-01,NIC,43.9
2014-01-01,NIC,46.2
2015-01-01,NIC,46.2
2016-01-01,NIC,46.2
2017-01-01,NIC,46.2
2018-01-01,NIC,46.2
2019-01-01,NIC,46.2
2020-01-01,NIC,46.2
2021-01-01,NIC,46.2
2022-01-01,NIC,46.2
2023-01-01,NIC,46.2
1977-01-01,NLD,26.3
1978-01-01,NLD,26.3
1979-01-01,NLD,26.3
1980-01-01,NLD,26.3
1981-01-01,NLD,26.3
1982-01-01,NLD,26.3
1983-01-01,NLD,28.4
1984-01-01,NLD,28.4
1985-01-01,NLD,27.200000000000003
1986-01-01,NLD,27.200000000000003
1987-01-01,NLD,26.8
1988-01-01,NLD,26.8
1989-01-01,NLD,26.8
1990-01-01,NLD,31.1
1991-01-01,NLD,31.1
1992-01-01,NLD,31.1
1993-01-01,NLD,30.4
1994-01-01,NLD,30.4
1995-01-01,NLD,29.7
1996-01-01,NLD,29.7
1997-01-01,NLD,29.7
1998-01-01,NLD,29.7
1999-01-01,NLD,28.1
2000-01-01,NLD,29.2
2001-01-01,NLD,29.2
2002-01-01,NLD,29.2
2003-01-01,NLD,29.2
2004-01-01,NLD,29.8
2005-01-01,NLD,29.0
2006-01-01,NLD,30.0
2007-01-01,NLD,29.6
2008-01-01,NLD,29.3
2009-01-01,NLD,27.9
2010-01-01,NLD,27.8
2011-01-01,NLD,27.8
2012-01-01,NLD,27.6
2013-01-01,NLD,28.1
2014-01-01,NLD,28.6
2015-01-01,NLD,28.2
2016-01-01,NLD,28.2
2017-01-01,NLD,28.5
2018-01-01,NLD,28.1
2019-01-01,NLD,29.2
2020-01-01,NLD,26.0
2021-01-01,NLD,25.7
2022-01-01,NLD,28.799999999999997
2023-01-01,NLD,28.799999999999997
1979-01-01,NOR,26.9
1980-01-01,NOR,26.9
1981-01-01,NOR,26.9
1982-01-01,NOR,26.9
1983-01-01,NOR,26.9
1984-01-01,NOR,26.9
1985-01-01,NOR,26.9
1986-01-01,NOR,24.6
1987-01-01,NOR,24.6
1988-01-01,NOR,24.6
1989-01-01,NOR,24.6
1990-01-01,NOR,24.6
1991-01-01,NOR,25.2
1992-01-01,NOR,25.2
1993-01-01,NOR,25.2
1994-01-01,NOR,25.2
1995-01-01,NOR,26.0
1996-01-01,NOR,26.0
1997-01-01,NOR,26.0
1998-01-01,NOR,26.0
1999-01-01,NOR,26.0
2000-01-01,NOR,27.4
2001-01-01,NOR,27.4
2002-01-01,NOR,27.4
2003-01-01,NOR,27.6
2004-01-01,NOR,31.6
2005-01-01,NOR,30.6
2006-01-01,NOR,26.4
2007-01-01,NOR,27.1
2008-01-01,NOR,27.0
2009-01-01,NOR,26.2
2010-01-01,NOR,25.7
2011-01-01,NOR,25.3
2012-01-01,NOR,25.7
2013-01-01,NOR,26.4
2014-01-01,NOR,26.8
2015-01-01,NOR,27.5
2016-01-01,NOR,28.5
2017-01-01,NOR,27.0
2018-01-01,NOR,27.6
2019-01-01,NOR,27.7
2020-01-01,NOR,26.3
2021-01-01,NOR,28.499999999999996
2022-01-01,NOR,26.200000000000003
2023-01-01,NOR,26.200000000000003
1995-01-01,NPL,35.2
1996-01-01,NPL,35.2
1997-01-01,NPL,35.2
1998-01-01,NPL,35.2
1999-01-01,NPL,35.2
2000-01-01,NPL,35.2
2001-01-01,NPL,35.2
2002-01-01,NPL,35.2
2003-01-01,NPL,43.8
2004-01-01,NPL,43.8
2005-01-01,NPL,43.8
2006-01-01,NPL,43.8
2007-01-01,NPL,43.8
2008-01-01,NPL,43.8
2009-01-01,NPL,43.8
2010-01-01,NPL,32.8
2011-01-01,NPL,32.8
2012-01-01,NPL,32.8
2013-01-01,NPL,32.8
2014-01-01,NPL,32.8
2015-01-01,NPL,32.8
2016-01-01,NPL,32.8
2017-01-01,NPL,32.8
2018-01-01,NPL,32.8
2019-01-01,NPL,32.8
2020-01-01,NPL,32.8
2021-01-01,NPL,32.8
2022-01-01,NPL,30.0
2023-01-01,NPL,30.0
2012-01-01,NRU,32.4
2013-01-01,NRU,32.4
2014-01-01,NRU,32.4
2015-01-01,NRU,32.4
2016-01-01,NRU,32.4
2017-01-01,NRU,32.4
2018-01-01,NRU,32.4
2019-01-01,NRU,32.4
2020-01-01,NRU,32.4
2021-01-01,NRU,32.4
2022-01-01,NRU,32.4
2023-01-01,NRU,32.4
1985-01-01,NZL,27.1
1986-01-01,NZL,27.1
1987-01-01,NZL,27.1
1988-01-01,NZL,27.1
1989-01-01,NZL,27.1
1990-01-01,NZL,31.8
1991-01-01,NZL,31.8
1992-01-01,NZL,31.8
1993-01-01,NZL,31.8
1994-01-01,NZL,31.8
1995-01-01,NZL,33.5
1996-01-01,NZL,33.5
1997-01-01,NZL,33.5
1998-01-01,NZL,33.5
1999-01-01,NZL,33.5
2000-01-01,NZL,33.900000000000006
2001-01-01,NZL,33.900000000000006
2002-01-01,NZL,33.900000000000006
2003-01-01,NZL,33.5
2004-01-01,NZL,33.5
2005-01-01,NZL,33.5
2006-01-01,NZL,33.2
2007-01-01,NZL,33.1
2008-01-01,NZL,65.8
2009-01-01,NZL,65.3
2010-01-01,NZL,33.5
2011-01-01,NZL,65.2
2012-01-01,NZL,33.5
2013-01-01,NZL,34.1
2014-01-01,NZL,34.1
2015-01-01,NZL,32.5
2016-01-01,NZL,33.300000000000004
2017-01-01,NZL,33.5
2018-01-01,NZL,33.0
2019-01-01,NZL,32.6
2020-01-01,NZL,32.0
2021-01-01,NZL,32.0
2022-01-01,NZL,32.0
2023-01-01,NZL,32.0
1987-01-01,PAK,33.3
1988-01-01,PAK,33.3
1989-01-01,PAK,33.3
1990-01-01,PAK,33.2
1991-01-01,PAK,33.2
1992-01-01,PAK,33.2
1993-01-01,PAK,33.2
1994-01-01,PAK,33.2
1995-01-01,PAK,33.2
1996-01-01,PAK,28.7
1997-01-01,PAK,28.7
1998-01-01,PAK,33.1
1999-01-01,PAK,33.1
2000-01-01,PAK,33.1
2001-01-01,PAK,28.7
2002-01-01,PAK,28.7
2003-01-01,PAK,28.7
2004-01-01,PAK,30.9
2005-01-01,PAK,31.3
2006-01-01,PAK,31.3
2007-01-01,PAK,29.7
2008-01-01,PAK,29.7
2009-01-01,PAK,29.7
2010-01-01,PAK,28.8
2011-01-01,PAK,29.7
2012-01-01,PAK,29.7
2013-01-01,PAK,29.5
2014-01-01,PAK,29.5
2015-01-01,PAK,31.3
2016-01-01,PAK,31.3
2017-01-01,PAK,31.3
2018-01-01,PAK,29.6
2019-01-01,PAK,29.6
2020-01-01,PAK,29.6
2021-01-01,PAK,29.6
2022-01-01,PAK,29.6
2023-01-01,PAK,29.6
1979-01-01,PAN,48.7
1980-01-01,PAN,48.7
1981-01-01,PAN,48.7
1982-01-01,PAN,48.7
1983-01-01,PAN,48.7
1984-01-01,PAN,48.7
1985-01-01,PAN,48.7
1986-01-01,PAN,48.7
1987-01-01,PAN,48.7
1988-01-01,PAN,48.7
1989-01-01,PAN,58.6
1990-01-01,PAN,58.6
1991-01-01,PAN,58.0
1992-01-01,PAN,58.0
1993-01-01,PAN,58.0
1994-01-01,PAN,58.0
1995-01-01,PAN,57.7
1996-01-01,PAN,57.7
1997-01-01,PAN,58.1
1998-01-01,PAN,57.4
1999-01-01,PAN,56.4
2000-01-01,PAN,56.6
2001-01-01,PAN,56.7
2002-01-01,PAN,56.1
2003-01-01,PAN,55.7
2004-01-01,PAN,54.8
2005-01-01,PAN,53.8
2006-01-01,PAN,54.6
2007-01-01,PAN,52.7
2008-01-01,PAN,52.7
2009-01-01,PAN,51.8
2010-01-01,PAN,51.6
2011-01-01,PAN,51.3
2012-01-01,PAN,51.7
2013-01-01,PAN,51.5
2014-01-01,PAN,50.5
2015-01-01,PAN,50.8
2016-01-01,PAN,50.4
2017-01-01,PAN,49.9
2018-01-01,PAN,49.2
2019-01-01,PAN,49.8
2020-01-01,PAN,49.8
2021-01-01,PAN,50.9
2022-01-01,PAN,50.9
2023-01-01,PAN,48.9
1997-01-01,PER,53.3
1998-01-01,PER,55.1
1999-01-01,PER,54.8
2000-01-01,PER,49.1
2001-01-01,PER,51.3
2002-01-01,PER,53.6
2003-01-01,PER,53.1
2004-01-01,PER,49.9
2005-01-01,PER,50.4
2006-01-01,PER,50.3
2007-01-01,PER,50.0
2008-01-01,PER,47.5
2009-01-01,PER,47.0
2010-01-01,PER,45.5
2011-01-01,PER,44.7
2012-01-01,PER,44.4
2013-01-01,PER,43.9
2014-01-01,PER,43.1
2015-01-01,PER,43.4
