Year,Country Code,Gini_coefficient
2012-01-01,TZA,37.8
2013-01-01,TZA,37.8
2014-01-01,TZA,37.8
2015-01-01,TZA,37.8
2016-01-01,TZA,37.8
2017-01-01,TZA,37.8
2018-01-01,TZA,40.5
2019-01-01,TZA,40.5
2020-01-01,TZA,40.5
2021-01-01,TZA,40.5
2022-01-01,TZA,40.5
2023-01-01,TZA,40.5
1989-01-01,UGA,44.4
1990-01-01,UGA,44.4
1991-01-01,UGA,44.4
1992-01-01,UGA,41.4
1993-01-01,UGA,41.4
1994-01-01,UGA,41.4
1995-01-01,UGA,41.4
1996-01-01,UGA,39.0
1997-01-01,UGA,39.0
1998-01-01,UGA,39.0
1999-01-01,UGA,43.0
2000-01-01,UGA,43.0
2001-01-01,UGA,43.0
2002-01-01,UGA,45.2
2003-01-01,UGA,45.2
2004-01-01,UGA,45.2
2005-01-01,UGA,42.9
2006-01-01,UGA,42.9
2007-01-01,UGA,42.9
2008-01-01,UGA,42.9
2009-01-01,UGA,44.2
2010-01-01,UGA,44.2
2011-01-01,UGA,44.2
2012-01-01,UGA,41.0
2013-01-01,UGA,41.0
2014-01-01,UGA,41.0
2015-01-01,UGA,41.0
2016-01-01,UGA,42.8
2017-01-01,UGA,42.8
2018-01-01,UGA,42.8
2019-01-01,UGA,42.7
2020-01-01,UGA,42.7
2021-01-01,UGA,42.7
2022-01-01,UGA,42.7
2023-01-01,UGA,42.7
1992-01-01,UKR,29.7
1993-01-01,UKR,28.9
1994-01-01,UKR,28.9
1995-01-01,UKR,39.2
1996-01-01,UKR,35.2
1997-01-01,UKR,35.2
1998-01-01,UKR,35.2
1999-01-01,UKR,35.2
2000-01-01,UKR,35.2
2001-01-01,UKR,35.2
2002-01-01,UKR,29.0
2003-01-01,UKR,28.7
2004-01-01,UKR,28.9
2005-01-01,UKR,29.0
2006-01-01,UKR,29.8
2007-01-01,UKR,27.0
2008-01-01,UKR,26.6
2009-01-01,UKR,25.3
2010-01-01,UKR,24.8
2011-01-01,UKR,24.6
2012-01-01,UKR,24.7
2013-01-01,UKR,24.6
2014-01-01,UKR,24.0
2015-01-01,UKR,25.5
2016-01-01,UKR,25.0
2017-01-01,UKR,26.0
2018-01-01,UKR,26.1
2019-01-01,UKR,26.6
2020-01-01,UKR,25.6
2021-01-01,UKR,25.6
2022-01-01,UKR,25.6
2023-01-01,UKR,25.6
1981-01-01,URY,43.6
1982-01-01,URY,43.6
1983-01-01,URY,43.6
1984-01-01,URY,43.6
1985-01-01,URY,43.6
1986-01-01,URY,43.6
1987-01-01,URY,43.6
1988-01-01,URY,43.6
1989-01-01,URY,42.4
1990-01-01,URY,42.4
1991-01-01,URY,42.4
1992-01-01,URY,41.5
1993-01-01,URY,41.5
1994-01-01,URY,41.5
1995-01-01,URY,40.9
1996-01-01,URY,40.8
1997-01-01,URY,41.5
1998-01-01,URY,42.5
1999-01-01,URY,42.5
2000-01-01,URY,42.9
2001-01-01,URY,45.0
2002-01-01,URY,45.5
2003-01-01,URY,45.0
2004-01-01,URY,45.9
2005-01-01,URY,44.7
2006-01-01,URY,45.9
2007-01-01,URY,46.4
2008-01-01,URY,45.1
2009-01-01,URY,45.5
2010-01-01,URY,44.5
2011-01-01,URY,42.2
2012-01-01,URY,39.9
2013-01-01,URY,40.5
2014-01-01,URY,40.1
2015-01-01,URY,40.1
2016-01-01,URY,39.7
2017-01-01,URY,39.5
2018-01-01,URY,39.7
2019-01-01,URY,39.7
2020-01-01,URY,40.2
2021-01-01,URY,40.8
2022-01-01,URY,40.6
2023-01-01,URY,40.6
1963-01-01,USA,37.6
1964-01-01,USA,38.1
1965-01-01,USA,37.5
1966-01-01,USA,37.8
1967-01-01,USA,36.9
1968-01-01,USA,36.3
1969-01-01,USA,36.0
1970-01-01,USA,36.6
1971-01-01,USA,36.9
1972-01-01,USA,36.7
1973-01-01,USA,36.1
1974-01-01,USA,35.5
1975-01-01,USA,35.6
1976-01-01,USA,35.6
1977-01-01,USA,35.5
1978-01-01,USA,34.8
1979-01-01,USA,34.8
1980-01-01,USA,34.7
1981-01-01,USA,35.5
1982-01-01,USA,36.7
1983-01-01,USA,37.3
1984-01-01,USA,37.3
1985-01-01,USA,37.6
1986-01-01,USA,37.6
1987-01-01,USA,37.2
1988-01-01,USA,37.7
1989-01-01,USA,38.2
1990-01-01,USA,38.3
1991-01-01,USA,38.0
1992-01-01,USA,38.4
1993-01-01,USA,40.4
1994-01-01,USA,40.0
1995-01-01,USA,39.9
1996-01-01,USA,40.3
1997-01-01,USA,40.5
1998-01-01,USA,40.0
1999-01-01,USA,40.0
2000-01-01,USA,40.1
2001-01-01,USA,40.6
2002-01-01,USA,40.4
2003-01-01,USA,40.8
2004-01-01,USA,40.3
2005-01-01,USA,41.0
2006-01-01,USA,41.4
2007-01-01,USA,40.8
2008-01-01,USA,40.8
2009-01-01,USA,40.6
2010-01-01,USA,40.0
2011-01-01,USA,40.9
2012-01-01,USA,40.9
2013-01-01,USA,40.6
2014-01-01,USA,41.5
2015-01-01,USA,41.2
2016-01-01,USA,41.1
2017-01-01,USA,41.2
2018-01-01,USA,41.4
2019-01-01,USA,41.5
2020-01-01,USA,39.7
2021-01-01,USA,39.7
2022-01-01,USA,41.3
2023-01-01,USA,41.3
1998-01-01,UZB,44.3
1999-01-01,UZB,44.3
2000-01-01,UZB,36.0
2001-01-01,UZB,36.0
2002-01-01,UZB,33.0
2003-01-01,UZB,35.3
2004-01-01,UZB,35.3
2005-01-01,UZB,35.3
2006-01-01,UZB,35.3
2007-01-01,UZB,35.3
2008-01-01,UZB,35.3
2009-01-01,UZB,35.3
2010-01-01,UZB,35.3
2011-01-01,UZB,35.3
2012-01-01,UZB,35.3
2013-01-01,UZB,35.3
2014-01-01,UZB,35.3
2015-01-01,UZB,35.3
2016-01-01,UZB,35.3
2017-01-01,UZB,35.3
2018-01-01,UZB,35.3
2019-01-01,UZB,35.3
2020-01-01,UZB,35.3
2021-01-01,UZB,35.3
2022-01-01,UZB,31.2
2023-01-01,UZB,31.2
1981-01-01,VEN,55.6
1982-01-01,VEN,55.6
1983-01-01,VEN,55.6
1984-01-01,VEN,55.6
1985-01-01,VEN,55.6
1986-01-01,VEN,55.6
1987-01-01,VEN,53.4
1988-01-01,VEN,53.4
1989-01-01,VEN,43.8
1990-01-01,VEN,43.8
1991-01-01,VEN,43.8
1992-01-01,VEN,42.1
1993-01-01,VEN,42.1
1994-01-01,VEN,42.1
1995-01-01,VEN,47.2
1996-01-01,VEN,47.2
1997-01-01,VEN,47.2
1998-01-01,VEN,48.0
1999-01-01,VEN,47.7
2000-01-01,VEN,47.7
2001-01-01,VEN,47.2
2002-01-01,VEN,48.9
2003-01-01,VEN,47.9
2004-01-01,VEN,47.3
2005-01-01,VEN,49.3
2006-01-01,VEN,44.7
2007-01-01,VEN,44.7
2008-01-01,VEN,44.7
2009-01-01,VEN,44.7
2010-01-01,VEN,44.7
2011-01-01,VEN,44.7
2012-01-01,VEN,44.7
2013-01-01,VEN,44.7
2014-01-01,VEN,44.7
2015-01-01,VEN,44.7
2016-01-01,VEN,44.7
2017-01-01,VEN,44.7
2018-01-01,VEN,44.7
2019-01-01,VEN,44.7
2020-01-01,VEN,44.7
2021-01-01,VEN,44.7
2022-01-01,VEN,44.7
2023-01-01,VEN,44.7
1992-01-01,VNM,35.7
1993-01-01,VNM,35.7
1994-01-01,VNM,35.7
1995-01-01,VNM,35.7
1996-01-01,VNM,35.7
1997-01-01,VNM,35.4
1998-01-01,VNM,35.4
1999-01-01,VNM,35.4
2000-01-01,VNM,35.4
2001-01-01,VNM,35.4
2002-01-01,VNM,37.0
2003-01-01,VNM,37.0
2004-01-01,VNM,36.8
2005-01-01,VNM,36.8
2006-01-01,VNM,35.8
2007-01-01,VNM,35.8
2008-01-01,VNM,35.6
2009-01-01,VNM,35.6
2010-01-01,VNM,39.3
2011-01-01,VNM,39.3
2012-01-01,VNM,35.6
2013-01-01,VNM,35.6
2014-01-01,VNM,34.8
2015-01-01,VNM,34.8
2016-01-01,VNM,35.3
2017-01-01,VNM,35.3
2018-01-01,VNM,35.7
2019-01-01,VNM,35.7
2020-01-01,VNM,36.8
2021-01-01,VNM,36.8
2022-01-01,VNM,36.1
2023-01-01,VNM,36.1
2010-01-01,VUT,37.4
2011-01-01,VUT,37.4
2012-01-01,VUT,37.4
2013-01-01,VUT,37.4
2014-01-01,VUT,37.4
2015-01-01,VUT,37.4
2016-01-01,VUT,37.4
2017-01-01,VUT,37.4
2018-01-01,VUT,37.4
2019-01-01,VUT,32.3
2020-01-01,VUT,32.3
2021-01-01,VUT,32.3
2022-01-01,VUT,32.3
2023-01-01,VUT,32.3
2002-01-01,WSM,40.7
2003-01-01,WSM,40.7
2004-01-01,WSM,40.7
2005-01-01,WSM,40.7
2006-01-01,WSM,40.7
2007-01-01,WSM,40.7
2008-01-01,WSM,42.0
2009-01-01,WSM,42.0
2010-01-01,WSM,42.0
2011-01-01,WSM,42.0
2012-01-01,WSM,42.0
2013-01-01,WSM,38.7
2014-01-01,WSM,38.7
2015-01-01,WSM,38.7
2016-01-01,WSM,38.7
2017-01-01,WSM,38.7
2018-01-01,WSM,38.7
2019-01-01,WSM,38.7
2020-01-01,WSM,38.7
2021-01-01,WSM,38.7
2022-01-01,WSM,38.7
2023-01-01,WSM,38.7
2003-01-01,XKX,29.0
2004-01-01,XKX,29.0
2005-01-01,XKX,31.2
2006-01-01,XKX,30.3
2007-01-01,XKX,30.3
2008-01-01,XKX,30.3
2009-01-01,XKX,31.8
2010-01-01,XKX,33.3
2011-01-01,XKX,27.8
2012-01-01,XKX,29.0
2013-01-01,XKX,26.3
2014-01-01,XKX,27.3
2015-01-01,XKX,26.5
2016-01-01,XKX,26.7
2017-01-01,XKX,29.0
2018-01-01,XKX,29.0
2019-01-01,XKX,29.0
2020-01-01,XKX,29.0
2021-01-01,XKX,29.0
2022-01-01,XKX,29.0
2023-01-01,XKX,29.0
1998-01-01,YEM,35.0
1999-01-01,YEM,35.0
2000-01-01,YEM,35.0
2001-01-01,YEM,35.0
2002-01-01,YEM,35.0
2003-01-01,YEM,35.0
2004-01-01,YEM,35.0
2005-01-01,YEM,34.7
2006-01-01,YEM,34.7
2007-01-01,YEM,34.7
2008-01-01,YEM,34.7
2009-01-01,YEM,34.7
2010-01-01,YEM,34.7
2011-01-01,YEM,34.7
2012-01-01,YEM,34.7
2013-01-01,YEM,34.7
2014-01-01,YEM,36.7
2015-01-01,YEM,36.7
2016-01-01,YEM,36.7
2017-01-01,YEM,36.7
2018-01-01,YEM,36.7
2019-01-01,YEM,36.7
2020-01-01,YEM,36.7
2021-01-01,YEM,36.7
2022-01-01,YEM,36.7
2023-01-01,YEM,36.7
1993-01-01,ZAF,59.3
1994-01-01,ZAF,59.3
1995-01-01,ZAF,59.3
1996-01-01,ZAF,59.3
1997-01-01,ZAF,59.3
1998-01-01,ZAF,59.3
1999-01-01,ZAF,59.3
2000-01-01,ZAF,57.8
2001-01-01,ZAF,57.8
2002-01-01,ZAF,57.8
2003-01-01,ZAF,57.8
2004-01-01,ZAF,57.8
2005-01-01,ZAF,64.8
2006-01-01,ZAF,64.8
2007-01-01,ZAF,64.8
2008-01-01,ZAF,63.0
2009-01-01,ZAF,63.0
2010-01-01,ZAF,63.4
2011-01-01,ZAF,63.4
2012-01-01,ZAF,63.4
2013-01-01,ZAF,63.4
2014-01-01,ZAF,63.0
2015-01-01,ZAF,62.6
2016-01-01,ZAF,62.6
2017-01-01,ZAF,61.8
2018-01-01,ZAF,61.8
2019-01-01,ZAF,61.8
2020-01-01,ZAF,61.8
2021-01-01,ZAF,61.8
2022-01-01,ZAF,61.8
2023-01-01,ZAF,61.8
1991-01-01,ZMB,59.4
1992-01-01,ZMB,59.4
1993-01-01,ZMB,52.6
1994-01-01,ZMB,52.6
1995-01-01,ZMB,52.6
1996-01-01,ZMB,48.3
1997-01-01,ZMB,48.3
1998-01-01,ZMB,49.1
1999-01-01,ZMB,49.1
2000-01-01,ZMB,49.1
2001-01-01,ZMB,49.1
2002-01-01,ZMB,42.1
2003-01-01,ZMB,42.1
2004-01-01,ZMB,54.3
2005-01-01,ZMB,54.3
2006-01-01,ZMB,54.6
2007-01-01,ZMB,54.6
2008-01-01,ZMB,54.6
2009-01-01,ZMB,54.6
2010-01-01,ZMB,52.0
2011-01-01,ZMB,52.0
2012-01-01,ZMB,52.0
2013-01-01,ZMB,52.0
2014-01-01,ZMB,52.0
2015-01-01,ZMB,55.8
2016-01-01,ZMB,55.8
2017-01-01,ZMB,55.8
2018-01-01,ZMB,55.8
2019-01-01,ZMB,55.8
2020-01-01,ZMB,55.8
2021-01-01,ZMB,55.8
2022-01-01,ZMB,51.5
2023-01-01,ZMB,51.5
2011-01-01,ZWE,43.2
2012-01-01,ZWE,43.2
2013-01-01,ZWE,43.2
2014-01-01,ZWE,43.2
2015-01-01,ZWE,43.2
2016-01-01,ZWE,43.2
2017-01-01,ZWE,44.3
2018-01-01,ZWE,44.3
2019-01-01,ZWE,50.3
2020-01-01,ZWE,50.3
2021-01-01,ZWE,50.3
2022-01-01,ZWE,50.3
2023-01-01,ZWE,50.3
